UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,SUN DURATION,DAYS,Sun duration in min,Time measurment
1477347020.0,10/24/16 12:00 AM,12:10:20,846.88,59.0,30.44,78.0,0.15,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,730.0
1477346718.0,10/24/16 12:00 AM,12:05:18,955.72,59.0,30.44,72.0,34.73,14.62,06:21:00,17:53:00,11:32:00,54.0,692.0,725.0
1477346418.0,10/24/16 12:00 AM,12:00:18,951.06,59.0,30.44,69.0,15.1,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,720.0
1477345817.0,10/24/16 12:00 AM,11:50:17,953.14,59.0,30.44,63.0,56.63,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,710.0
1477345518.0,10/24/16 12:00 AM,11:45:18,936.09,60.0,30.44,63.0,0.49,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,705.0
1477345226.0,10/24/16 12:00 AM,11:40:26,944.18,60.0,30.44,60.0,0.15,14.62,06:21:00,17:53:00,11:32:00,54.0,692.0,700.0
1477344917.0,10/24/16 12:00 AM,11:35:17,941.18,60.0,30.45,52.0,359.37,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,695.0
1477344618.0,10/24/16 12:00 AM,11:30:18,917.02,60.0,30.45,55.0,330.66,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,690.0
1477344324.0,10/24/16 12:00 AM,11:25:24,942.58,60.0,30.44,57.0,24.75,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,685.0
1477344018.0,10/24/16 12:00 AM,11:20:18,954.11,59.0,30.45,60.0,63.3,14.62,06:21:00,17:53:00,11:32:00,54.0,692.0,680.0
1477343717.0,10/24/16 12:00 AM,11:15:17,943.02,59.0,30.45,64.0,71.31,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,675.0
1477343418.0,10/24/16 12:00 AM,11:10:18,946.68,60.0,30.45,63.0,43.76,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,670.0
1477343118.0,10/24/16 12:00 AM,11:05:18,936.84,60.0,30.45,58.0,10.99,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,665.0
1477342817.0,10/24/16 12:00 AM,11:00:17,929.96,60.0,30.45,60.0,71.92,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,660.0
1477342518.0,10/24/16 12:00 AM,10:55:18,918.5,60.0,30.45,58.0,81.77,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,655.0
1477342218.0,10/24/16 12:00 AM,10:50:18,912.07,61.0,30.45,56.0,298.27,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,650.0
1477341921.0,10/24/16 12:00 AM,10:45:21,901.78,61.0,30.45,52.0,127.78,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,645.0
1477341620.0,10/24/16 12:00 AM,10:40:20,893.07,61.0,30.45,51.0,70.55,14.62,06:21:00,17:53:00,11:32:00,54.0,692.0,640.0
1477341320.0,10/24/16 12:00 AM,10:35:20,878.6,61.0,30.45,46.0,358.38,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,635.0
1477341018.0,10/24/16 12:00 AM,10:30:18,870.73,61.0,30.45,45.0,53.52,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,630.0
1477340718.0,10/24/16 12:00 AM,10:25:18,816.33,61.0,30.45,44.0,65.26,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,625.0
1477340418.0,10/24/16 12:00 AM,10:20:18,777.15,61.0,30.45,43.0,308.38,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,620.0
1477340120.0,10/24/16 12:00 AM,10:15:20,761.45,61.0,30.45,43.0,0.23,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,615.0
1477339817.0,10/24/16 12:00 AM,10:10:17,852.31,61.0,30.45,46.0,348.58,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,610.0
1477339517.0,10/24/16 12:00 AM,10:05:17,824.34,60.0,30.46,45.0,24.3,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,605.0
1477339219.0,10/24/16 12:00 AM,10:00:19,823.55,60.0,30.46,44.0,48.81,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,600.0
1477338918.0,10/24/16 12:00 AM,09:55:18,812.27,60.0,30.45,46.0,107.14,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,595.0
1477338618.0,10/24/16 12:00 AM,09:50:18,771.93,60.0,30.45,47.0,300.1,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,590.0
1477338319.0,10/24/16 12:00 AM,09:45:19,762.26,61.0,30.45,44.0,55.67,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,585.0
1477338023.0,10/24/16 12:00 AM,09:40:23,741.99,61.0,30.46,45.0,68.62,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,580.0
1477337717.0,10/24/16 12:00 AM,09:35:17,741.35,61.0,30.46,41.0,341.85,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,575.0
1477337420.0,10/24/16 12:00 AM,09:30:20,676.52,61.0,30.45,39.0,28.63,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,570.0
1477337120.0,10/24/16 12:00 AM,09:25:20,703.15,61.0,30.45,39.0,108.61,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,565.0
1477336817.0,10/24/16 12:00 AM,09:20:17,709.46,61.0,30.45,40.0,116.8,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,560.0
1477336524.0,10/24/16 12:00 AM,09:15:24,668.46,61.0,30.45,41.0,140.75,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,555.0
1477336220.0,10/24/16 12:00 AM,09:10:20,628.65,61.0,30.45,39.0,101.26,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,550.0
1477335920.0,10/24/16 12:00 AM,09:05:20,622.2,61.0,30.45,40.0,32.95,3.37,06:21:00,17:53:00,11:32:00,54.0,692.0,545.0
1477335617.0,10/24/16 12:00 AM,09:00:17,632.37,60.0,30.45,40.0,67.25,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,540.0
1477335317.0,10/24/16 12:00 AM,08:55:17,594.06,60.0,30.45,41.0,33.03,2.25,06:21:00,17:53:00,11:32:00,54.0,692.0,535.0
1477335017.0,10/24/16 12:00 AM,08:50:17,603.19,60.0,30.45,41.0,67.7,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,530.0
1477334719.0,10/24/16 12:00 AM,08:45:19,537.5,59.0,30.45,43.0,136.38,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,525.0
1477334419.0,10/24/16 12:00 AM,08:40:19,427.8,59.0,30.45,42.0,143.67,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,520.0
1477334117.0,10/24/16 12:00 AM,08:35:17,501.09,59.0,30.45,42.0,99.27,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,515.0
1477333818.0,10/24/16 12:00 AM,08:30:18,536.83,59.0,30.45,42.0,156.02,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,510.0
1477333518.0,10/24/16 12:00 AM,08:25:18,513.8,58.0,30.45,46.0,173.11,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,505.0
1477333221.0,10/24/16 12:00 AM,08:20:21,441.91,58.0,30.45,44.0,155.64,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,500.0
1477332918.0,10/24/16 12:00 AM,08:15:18,342.69,58.0,30.45,44.0,245.96,2.25,06:21:00,17:53:00,11:32:00,54.0,692.0,495.0
1477332617.0,10/24/16 12:00 AM,08:10:17,439.71,58.0,30.45,46.0,64.07,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,490.0
1477332318.0,10/24/16 12:00 AM,08:05:18,436.54,57.0,30.45,47.0,128.19,3.37,06:21:00,17:53:00,11:32:00,54.0,692.0,485.0
1477332019.0,10/24/16 12:00 AM,08:00:19,416.04,57.0,30.45,48.0,121.82,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,480.0
1477331718.0,10/24/16 12:00 AM,07:55:18,384.99,56.0,30.44,50.0,83.87,2.25,06:21:00,17:53:00,11:32:00,54.0,692.0,475.0
1477331417.0,10/24/16 12:00 AM,07:50:17,352.65,55.0,30.44,52.0,140.6,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,470.0
1477331121.0,10/24/16 12:00 AM,07:45:21,338.69,53.0,30.44,53.0,118.49,2.25,06:21:00,17:53:00,11:32:00,54.0,692.0,465.0
1477330823.0,10/24/16 12:00 AM,07:40:23,298.03,52.0,30.44,56.0,159.01,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,460.0
1477330520.0,10/24/16 12:00 AM,07:35:20,280.07,51.0,30.44,57.0,153.47,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,455.0
1477330217.0,10/24/16 12:00 AM,07:30:17,232.81,51.0,30.44,58.0,176.51,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,450.0
1477329918.0,10/24/16 12:00 AM,07:25:18,33.42,50.0,30.44,58.0,158.89,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,445.0
1477329620.0,10/24/16 12:00 AM,07:20:20,32.4,50.0,30.44,58.0,138.52,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,440.0
1477329318.0,10/24/16 12:00 AM,07:15:18,33.03,50.0,30.44,58.0,152.45,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,435.0
1477329021.0,10/24/16 12:00 AM,07:10:21,34.77,50.0,30.44,57.0,157.0,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,430.0
1477328717.0,10/24/16 12:00 AM,07:05:17,36.25,50.0,30.43,58.0,178.45,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,425.0
1477328421.0,10/24/16 12:00 AM,07:00:21,36.36,49.0,30.43,58.0,147.49,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,420.0
1477328118.0,10/24/16 12:00 AM,06:55:18,34.96,49.0,30.43,59.0,154.34,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,415.0
1477327818.0,10/24/16 12:00 AM,06:50:18,32.7,48.0,30.43,59.0,170.25,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,410.0
1477327520.0,10/24/16 12:00 AM,06:45:20,28.56,48.0,30.43,60.0,187.73,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,405.0
1477327220.0,10/24/16 12:00 AM,06:40:20,23.13,48.0,30.43,60.0,161.2,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,400.0
1477326918.0,10/24/16 12:00 AM,06:35:18,17.78,48.0,30.43,60.0,132.7,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,395.0
1477326618.0,10/24/16 12:00 AM,06:30:18,12.56,48.0,30.43,60.0,157.36,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,390.0
1477326317.0,10/24/16 12:00 AM,06:25:17,7.96,48.0,30.43,60.0,172.81,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,385.0
1477326020.0,10/24/16 12:00 AM,06:20:20,4.38,48.0,30.43,61.0,156.2,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,380.0
1477325718.0,10/24/16 12:00 AM,06:15:18,3.55,48.0,30.42,60.0,154.48,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,375.0
1477325419.0,10/24/16 12:00 AM,06:10:19,3.25,48.0,30.42,59.0,176.5,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,370.0
1477325118.0,10/24/16 12:00 AM,06:05:18,1.38,48.0,30.42,59.0,173.36,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,365.0
1477324817.0,10/24/16 12:00 AM,06:00:17,1.2,48.0,30.42,58.0,182.8,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,360.0
1477324523.0,10/24/16 12:00 AM,05:55:23,1.24,48.0,30.42,58.0,175.12,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,355.0
1477324220.0,10/24/16 12:00 AM,05:50:20,1.21,48.0,30.42,59.0,166.46,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,350.0
1477323921.0,10/24/16 12:00 AM,05:45:21,1.21,48.0,30.41,59.0,180.83,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,345.0
1477323618.0,10/24/16 12:00 AM,05:40:18,1.21,48.0,30.41,59.0,161.46,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,340.0
1477323317.0,10/24/16 12:00 AM,05:35:17,1.24,48.0,30.41,60.0,137.18,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,335.0
1477323018.0,10/24/16 12:00 AM,05:30:18,1.2,48.0,30.41,60.0,182.37,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,330.0
1477322720.0,10/24/16 12:00 AM,05:25:20,1.21,48.0,30.41,59.0,173.02,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,325.0
1477322417.0,10/24/16 12:00 AM,05:20:17,1.24,48.0,30.41,59.0,162.19,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,320.0
1477322120.0,10/24/16 12:00 AM,05:15:20,1.21,48.0,30.41,60.0,167.38,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,315.0
1477321820.0,10/24/16 12:00 AM,05:10:20,1.23,47.0,30.41,61.0,183.52,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,310.0
1477321518.0,10/24/16 12:00 AM,05:05:18,1.24,48.0,30.41,61.0,152.21,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,305.0
1477321220.0,10/24/16 12:00 AM,05:00:20,1.19,48.0,30.41,61.0,150.83,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,300.0
1477320917.0,10/24/16 12:00 AM,04:55:17,1.21,48.0,30.41,60.0,155.8,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,295.0
1477320617.0,10/24/16 12:00 AM,04:50:17,1.25,47.0,30.4,60.0,139.99,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,290.0
1477320320.0,10/24/16 12:00 AM,04:45:20,1.21,47.0,30.41,60.0,147.7,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,285.0
1477320022.0,10/24/16 12:00 AM,04:40:22,1.2,47.0,30.4,60.0,160.35,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,280.0
1477319717.0,10/24/16 12:00 AM,04:35:17,1.26,47.0,30.4,59.0,169.76,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,275.0
1477319421.0,10/24/16 12:00 AM,04:30:21,1.21,48.0,30.4,58.0,153.33,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,270.0
1477319117.0,10/24/16 12:00 AM,04:25:17,1.18,48.0,30.4,56.0,154.07,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,265.0
1477318818.0,10/24/16 12:00 AM,04:20:18,1.22,47.0,30.4,58.0,164.92,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,260.0
1477318517.0,10/24/16 12:00 AM,04:15:17,1.18,47.0,30.4,58.0,133.34,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,255.0
1477318222.0,10/24/16 12:00 AM,04:10:22,1.18,47.0,30.4,55.0,175.84,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,250.0
1477317917.0,10/24/16 12:00 AM,04:05:17,1.21,48.0,30.4,55.0,153.02,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,245.0
1477317620.0,10/24/16 12:00 AM,04:00:20,1.21,48.0,30.4,54.0,182.05,4.5,06:21:00,17:53:00,11:32:00,54.0,692.0,240.0
1477317317.0,10/24/16 12:00 AM,03:55:17,1.21,48.0,30.4,55.0,147.99,12.37,06:21:00,17:53:00,11:32:00,54.0,692.0,235.0
1477317019.0,10/24/16 12:00 AM,03:50:19,1.2,47.0,30.4,55.0,180.05,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,230.0
1477316717.0,10/24/16 12:00 AM,03:45:17,1.21,47.0,30.4,57.0,154.5,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,225.0
1477316417.0,10/24/16 12:00 AM,03:40:17,1.22,47.0,30.4,55.0,184.94,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,220.0
1477316117.0,10/24/16 12:00 AM,03:35:17,1.21,48.0,30.4,54.0,159.44,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,215.0
1477315817.0,10/24/16 12:00 AM,03:30:17,1.23,48.0,30.4,54.0,137.14,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,210.0
1477315517.0,10/24/16 12:00 AM,03:25:17,1.2,48.0,30.4,52.0,164.52,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,205.0
1477315218.0,10/24/16 12:00 AM,03:20:18,1.22,48.0,30.4,54.0,151.44,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,200.0
1477314919.0,10/24/16 12:00 AM,03:15:19,1.23,48.0,30.4,54.0,176.06,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,195.0
1477314617.0,10/24/16 12:00 AM,03:10:17,1.22,48.0,30.4,53.0,175.59,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,190.0
1477314317.0,10/24/16 12:00 AM,03:05:17,1.18,47.0,30.4,53.0,165.65,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,185.0
1477314021.0,10/24/16 12:00 AM,03:00:21,1.2,47.0,30.4,55.0,161.19,13.5,06:21:00,17:53:00,11:32:00,54.0,692.0,180.0
1477313717.0,10/24/16 12:00 AM,02:55:17,1.19,47.0,30.41,58.0,177.48,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,175.0
1477313417.0,10/24/16 12:00 AM,02:50:17,1.21,46.0,30.4,58.0,177.68,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,170.0
1477313117.0,10/24/16 12:00 AM,02:45:17,1.23,47.0,30.41,55.0,163.63,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,165.0
1477312817.0,10/24/16 12:00 AM,02:40:17,1.25,47.0,30.41,54.0,149.7,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,160.0
1477312521.0,10/24/16 12:00 AM,02:35:21,1.24,47.0,30.41,54.0,156.18,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,155.0
1477312217.0,10/24/16 12:00 AM,02:30:17,1.23,47.0,30.41,51.0,141.07,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,150.0
1477311917.0,10/24/16 12:00 AM,02:25:17,1.2,46.0,30.41,53.0,157.75,11.25,06:21:00,17:53:00,11:32:00,54.0,692.0,145.0
1477311618.0,10/24/16 12:00 AM,02:20:18,1.2,46.0,30.41,52.0,150.57,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,140.0
1477311317.0,10/24/16 12:00 AM,02:15:17,1.22,46.0,30.41,53.0,187.47,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,135.0
1477311018.0,10/24/16 12:00 AM,02:10:18,1.23,46.0,30.42,55.0,174.71,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,130.0
1477310717.0,10/24/16 12:00 AM,02:05:17,1.22,46.0,30.42,54.0,157.66,10.12,06:21:00,17:53:00,11:32:00,54.0,692.0,125.0
1477310417.0,10/24/16 12:00 AM,02:00:17,1.22,46.0,30.42,54.0,161.96,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,120.0
1477310118.0,10/24/16 12:00 AM,01:55:18,1.21,46.0,30.42,55.0,162.68,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,115.0
1477309820.0,10/24/16 12:00 AM,01:50:20,1.25,46.0,30.42,53.0,168.38,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,110.0
1477309517.0,10/24/16 12:00 AM,01:45:17,1.22,46.0,30.42,53.0,176.75,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,105.0
1477309217.0,10/24/16 12:00 AM,01:40:17,1.2,46.0,30.42,54.0,184.19,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,100.0
1477308920.0,10/24/16 12:00 AM,01:35:20,1.21,46.0,30.43,55.0,170.1,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,95.0
1477308617.0,10/24/16 12:00 AM,01:30:17,1.21,46.0,30.43,55.0,179.58,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,90.0
1477308320.0,10/24/16 12:00 AM,01:25:20,1.2,46.0,30.43,55.0,161.71,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,85.0
1477308020.0,10/24/16 12:00 AM,01:20:20,1.21,46.0,30.43,56.0,194.17,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,80.0
1477307717.0,10/24/16 12:00 AM,01:15:17,1.21,46.0,30.43,55.0,171.7,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,75.0
1477307420.0,10/24/16 12:00 AM,01:10:20,1.22,46.0,30.43,54.0,187.47,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,70.0
1477307117.0,10/24/16 12:00 AM,01:05:17,1.19,46.0,30.43,55.0,174.18,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,65.0
1477306817.0,10/24/16 12:00 AM,01:00:17,1.23,46.0,30.43,55.0,158.5,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,60.0
1477306520.0,10/24/16 12:00 AM,00:55:20,1.21,46.0,30.44,55.0,193.63,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,55.0
1477306217.0,10/24/16 12:00 AM,00:50:17,1.19,46.0,30.44,56.0,167.42,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,50.0
1477305918.0,10/24/16 12:00 AM,00:45:18,1.23,46.0,30.44,53.0,169.27,6.75,06:21:00,17:53:00,11:32:00,54.0,692.0,45.0
1477305617.0,10/24/16 12:00 AM,00:40:17,1.21,46.0,30.44,54.0,170.08,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,40.0
1477305318.0,10/24/16 12:00 AM,00:35:18,1.18,46.0,30.44,55.0,162.49,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,35.0
1477305017.0,10/24/16 12:00 AM,00:30:17,1.22,46.0,30.44,55.0,173.65,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,30.0
1477304717.0,10/24/16 12:00 AM,00:25:17,1.21,46.0,30.44,54.0,173.53,5.62,06:21:00,17:53:00,11:32:00,54.0,692.0,25.0
1477304417.0,10/24/16 12:00 AM,00:20:17,1.22,46.0,30.44,52.0,163.53,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,20.0
1477304118.0,10/24/16 12:00 AM,00:15:18,1.19,46.0,30.44,53.0,157.89,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,15.0
1477303822.0,10/24/16 12:00 AM,00:10:22,1.22,46.0,30.45,52.0,174.53,7.87,06:21:00,17:53:00,11:32:00,54.0,692.0,10.0
1477303221.0,10/24/16 12:00 AM,00:00:21,1.22,46.0,30.44,53.0,192.99,9.0,06:21:00,17:53:00,11:32:00,54.0,692.0,0.0
1477302918.0,10/23/16 12:00 AM,23:55:18,1.2,46.0,30.45,52.0,168.5,6.75,06:20:00,17:54:00,11:34:00,53.0,694.0,1435.0
1477302620.0,10/23/16 12:00 AM,23:50:20,1.24,46.0,30.45,50.0,162.24,10.12,06:20:00,17:54:00,11:34:00,53.0,694.0,1430.0
1477302317.0,10/23/16 12:00 AM,23:45:17,1.24,46.0,30.45,49.0,191.87,6.75,06:20:00,17:54:00,11:34:00,53.0,694.0,1425.0
1477302017.0,10/23/16 12:00 AM,23:40:17,1.21,46.0,30.45,49.0,154.95,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1420.0
1477301718.0,10/23/16 12:00 AM,23:35:18,1.19,46.0,30.45,49.0,170.15,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1415.0
1477301417.0,10/23/16 12:00 AM,23:30:17,1.19,46.0,30.45,48.0,164.73,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1410.0
1477301118.0,10/23/16 12:00 AM,23:25:18,1.19,46.0,30.45,47.0,156.68,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1405.0
1477300819.0,10/23/16 12:00 AM,23:20:19,1.2,46.0,30.45,47.0,168.83,7.87,06:20:00,17:54:00,11:34:00,53.0,694.0,1400.0
1477300518.0,10/23/16 12:00 AM,23:15:18,1.21,46.0,30.45,46.0,182.64,7.87,06:20:00,17:54:00,11:34:00,53.0,694.0,1395.0
1477300218.0,10/23/16 12:00 AM,23:10:18,1.19,47.0,30.45,44.0,180.94,7.87,06:20:00,17:54:00,11:34:00,53.0,694.0,1390.0
1477299918.0,10/23/16 12:00 AM,23:05:18,1.21,46.0,30.45,41.0,169.14,10.12,06:20:00,17:54:00,11:34:00,53.0,694.0,1385.0
1477299617.0,10/23/16 12:00 AM,23:00:17,1.19,46.0,30.46,43.0,167.58,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1380.0
1477299320.0,10/23/16 12:00 AM,22:55:20,1.16,46.0,30.45,41.0,176.36,6.75,06:20:00,17:54:00,11:34:00,53.0,694.0,1375.0
1477299018.0,10/23/16 12:00 AM,22:50:18,1.18,46.0,30.45,40.0,168.19,6.75,06:20:00,17:54:00,11:34:00,53.0,694.0,1370.0
1477298719.0,10/23/16 12:00 AM,22:45:19,1.18,46.0,30.45,40.0,146.44,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1365.0
1477298418.0,10/23/16 12:00 AM,22:40:18,1.22,46.0,30.45,39.0,202.19,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1360.0
1477298117.0,10/23/16 12:00 AM,22:35:17,1.22,47.0,30.45,40.0,165.12,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1355.0
1477297818.0,10/23/16 12:00 AM,22:30:18,1.22,47.0,30.46,39.0,155.93,6.75,06:20:00,17:54:00,11:34:00,53.0,694.0,1350.0
1477297520.0,10/23/16 12:00 AM,22:25:20,1.2,47.0,30.45,39.0,146.76,11.25,06:20:00,17:54:00,11:34:00,53.0,694.0,1345.0
1477297217.0,10/23/16 12:00 AM,22:20:17,1.23,47.0,30.45,38.0,180.46,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1340.0
1477296917.0,10/23/16 12:00 AM,22:15:17,1.21,47.0,30.45,37.0,161.75,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1335.0
1477296618.0,10/23/16 12:00 AM,22:10:18,1.24,47.0,30.45,37.0,158.98,10.12,06:20:00,17:54:00,11:34:00,53.0,694.0,1330.0
1477296317.0,10/23/16 12:00 AM,22:05:17,1.23,47.0,30.46,37.0,175.95,6.75,06:20:00,17:54:00,11:34:00,53.0,694.0,1325.0
1477296020.0,10/23/16 12:00 AM,22:00:20,1.15,47.0,30.45,36.0,165.8,9.0,06:20:00,17:54:00,11:34:00,53.0,694.0,1320.0
1477295718.0,10/23/16 12:00 AM,21:55:18,1.22,48.0,30.45,33.0,162.66,7.87,06:20:00,17:54:00,11:34:00,53.0,694.0,1315.0
1477295418.0,10/23/16 12:00 AM,21:50:18,1.23,48.0,30.45,34.0,150.22,10.12,06:20:00,17:54:00,11:34:00,53.0,694.0,1310.0
1477295118.0,10/23/16 12:00 AM,21:45:18,1.21,48.0,30.45,35.0,171.94,11.25,06:20:00,17:54:00,11:34:00,53.0,694.0,1305.0
1477294821.0,10/23/16 12:00 AM,21:40:21,1.22,48.0,30.45,34.0,157.79,10.12,06:20:00,17:54:00,11:34:00,53.0,694.0,1300.0
